Customer_Key,Membership_Type,Baseline_HSIC_SoW,Recent_HSIC_SoW,SoW_Change_pp,SoW_Decline_pp,Recent_Total_Net_Sales,Recent_HSIC_Net_Sales,Recent_Non_HSIC_Net_Sales,Recent_Transaction_Count,Recent_HSIC_Transaction_Rows,HSIC_Recency_Days,Primary_Leakage_Method,Primary_Leakage_Spend,Top_Category,Top_Category_Spend,Silent_Attrition_Flag,HSIC_Dormant_Flag,High_Value_Low_SoW_Flag,Recoverable_Wallet,Opportunity_Score,Opportunity_Tier,Business_Segment,Strategic_Priority,Campaign_Segment,Recommended_Strategy
HSIC-10207,Prime,100.0,8.259644277986954,-91.74035572201304,91.74035572201304,13601.07,1123.4,12477.67,44.0,1.0,100.0,Cash/UPI,9999.99,Large Appliances,9999.99,1,0,1,12477.67,81.26111838929877,Critical,Active HSIC Growers,Grow,High-Value Silent Decliners,"Targeted win-back campaign using recent spend behavior, category preference, and a time-bound HSIC spend milestone."
HSIC-10208,Prime,69.58096013018715,39.2088264009036,-30.372133729283547,30.372133729283547,16449.739999999998,6449.75,9999.99,20.0,1.0,120.0,Cash/UPI,9999.99,Travel,9999.99,1,0,0,9999.99,73.47583258636145,Critical,Active HSIC Growers,Grow,Silent Decliners,Personalized win-back communication based on the customer's dominant MetroMart category and alternative payment behavior.
HSIC-10209,Prime,0.0,7.173773786346793,7.173773786346793,-7.173773786346793,7961.5,571.14,7390.36,16.0,1.0,60.0,MetroMart Wallet,7390.36,Outdoor,7390.36,0,0,0,7390.36,48.0745363028339,Medium,Active HSIC Growers,Grow,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10210,Prime,0.0,0.0,0.0,0.0,7195.09,0.0,7195.09,10.0,0.0,999.0,Cash/UPI,7195.09,Travel,4861.9,0,0,0,7195.09,53.90919120182032,High,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10211,Prime,0.0,0.0,0.0,0.0,2519.26,0.0,2519.26,18.0,0.0,999.0,Debit Card,3518.08,Electronics,2489.55,0,0,0,2519.26,34.58594773495139,Low,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10212,Prime,0.0,0.0,0.0,0.0,11850.61,0.0,11850.61,8.0,0.0,999.0,Other Bank Credit Card,6031.7,Electronics,6031.7,0,0,1,11850.61,66.78170033786114,Critical,Wallet Migrators,Win Back,High-Value Low-SoW,Conversion campaign focused on moving a portion of large MetroMart spend onto HSIC using spend-threshold incentives.
HSIC-10213,Prime,0.0,73.68427757507361,73.68427757507361,-73.68427757507361,13344.57,9832.85,3511.72,32.0,3.0,22.0,Debit Card,3511.72,Large Appliances,11580.26,0,0,0,3511.72,39.663345514721094,Medium,Active HSIC Growers,Grow,Growing HSIC Users,Reinforce increasing HSIC usage with spend milestones and category-specific reward reminders.
HSIC-10214,Prime,28.486644333289547,0.0,-28.486644333289547,28.486644333289547,2542.15,0.0,2542.15,33.0,0.0,185.0,Debit Card,979.5,Grocery,1846.17,1,1,0,2542.15,43.739915879473216,Medium,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-10215,Prime,82.65215295839103,11.282008855297,-71.37014410309402,71.37014410309402,6768.83,763.66,6005.17,27.0,1.0,168.0,Debit Card,4772.4,Electronics,4772.4,1,0,0,6005.17,63.23657174377715,High,Wallet Migrators,Win Back,Silent Decliners,Highlight existing 3% Prime Electronics cashback with a targeted HSIC payment reminder.
HSIC-10216,Prime,0.0,44.79436491304947,44.79436491304947,-44.79436491304947,11319.08,5070.31,6248.7699999999995,36.0,1.0,131.0,Debit Card,6248.7699999999995,Electronics,5483.23,0,0,0,6248.7699999999995,49.07536371785148,Medium,Active HSIC Growers,Grow,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10217,Non-Prime,0.0,0.0,0.0,0.0,8756.85,0.0,8756.85,24.0,0.0,999.0,Debit Card,8756.85,Large Appliances,5607.83,0,0,0,8756.85,58.58201751361787,High,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10218,Non-Prime,62.45062109710292,0.0,-62.45062109710292,62.45062109710292,3826.220000000001,0.0,3826.220000000001,40.0,0.0,211.0,Cash/UPI,7421.25,Outdoor,3242.42,1,1,0,3826.220000000001,53.81369371854099,High,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-10219,Prime,0.0,0.0,0.0,0.0,5993.049999999999,0.0,5993.049999999999,10.0,0.0,999.0,MetroMart Wallet,4607.82,Furniture,4607.82,0,0,0,5993.049999999999,49.61077018547886,Medium,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10220,Prime,37.3274396327277,21.890525402422877,-15.436914230304826,15.436914230304826,17978.600000000002,3935.61,14042.99,175.0,3.0,50.0,MetroMart Wallet,11328.19,Travel,8996.77,1,0,0,14042.99,76.27594290836377,Critical,Active HSIC Growers,Grow,Silent Decliners,Personalized win-back communication based on the customer's dominant MetroMart category and alternative payment behavior.
HSIC-10221,Prime,52.72904016374926,0.0,-52.72904016374926,52.72904016374926,8099.070000000001,0.0,8099.070000000001,39.0,0.0,303.0,Debit Card,4948.22,Furniture,4948.22,1,1,0,8099.070000000001,70.23857133006963,Critical,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-10222,Non-Prime,0.0,0.0,0.0,0.0,2569.16,0.0,2569.16,9.0,0.0,999.0,MetroMart Wallet,2569.16,Apparel,2569.16,0,0,0,2569.16,34.881748603737165,Low,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10223,Prime,100.0,0.0,-100.0,100.0,6560.43,0.0,6560.43,70.0,0.0,187.0,MetroMart Wallet,2315.32,Apparel,3209.01,1,1,0,6560.43,66.77377094394265,Critical,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-10224,Non-Prime,0.0,100.0,100.0,-100.0,992.76,992.76,0.0,4.0,1.0,159.0,,,Grocery,992.76,0,0,0,0.0,14.87726677239192,Low,HSIC-First Adopters,Protect,HSIC Champions,"Protect relationship with recognition, personalized reward reminders, and early access to MetroMart offers."
HSIC-10225,Non-Prime,6.339261452138737,0.0,-6.339261452138737,6.339261452138737,6881.38,0.0,6881.38,28.0,0.0,321.0,Cash/UPI,6881.38,Travel,4171.88,0,1,0,6881.38,60.73536509687651,High,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-10226,Non-Prime,0.0,0.0,0.0,0.0,7142.4400000000005,0.0,7142.4400000000005,27.0,0.0,999.0,Debit Card,4474.08,Furniture,4005.32,0,0,0,7142.4400000000005,53.761290767427425,High,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10227,Prime,0.0,24.51885336357051,24.51885336357051,-24.51885336357051,5273.860000000001,1293.09,3980.77,84.0,1.0,156.0,Cash/UPI,2849.29,Apparel,2228.56,0,0,0,3980.77,37.910432324346694,Medium,Active HSIC Growers,Grow,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10228,Prime,0.0,0.0,0.0,0.0,4188.15,0.0,4188.15,4.0,0.0,999.0,MetroMart Wallet,4188.15,Outdoor,4188.15,0,0,0,4188.15,42.52499482865614,Medium,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10229,Prime,53.84060508648582,0.0,-53.84060508648582,53.84060508648582,7272.63,0.0,7272.63,27.0,0.0,351.0,MetroMart Wallet,5637.91,Outdoor,3756.84,1,1,0,7272.63,68.47204026753087,Critical,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-10230,Prime,0.0,0.0,0.0,0.0,3855.37,0.0,3855.37,6.0,0.0,999.0,Debit Card,3855.37,Apparel,3855.37,0,0,0,3855.37,41.012893884023995,Medium,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10231,Non-Prime,22.719279548118937,0.0,-22.719279548118937,22.719279548118937,564.08,0.0,564.08,10.0,0.0,187.0,Debit Card,564.08,Beauty,564.08,1,1,0,564.08,29.940357167482585,Low,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-10232,Non-Prime,0.0,0.0,0.0,0.0,8926.06,0.0,8926.06,42.0,0.0,999.0,Other Bank Credit Card,8070.66,Large Appliances,8070.66,0,0,0,8926.06,59.09915189960698,High,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10233,Non-Prime,0.0,0.0,0.0,0.0,11978.9,0.0,11978.9,18.0,0.0,999.0,Cash/UPI,8232.68,Furniture,13746.21,0,0,1,11978.9,66.98545128594084,Critical,Wallet Migrators,Win Back,High-Value Low-SoW,Conversion campaign focused on moving a portion of large MetroMart spend onto HSIC using spend-threshold incentives.
HSIC-10234,Non-Prime,52.06326262831803,20.414759937590222,-31.64850269072781,31.64850269072781,8223.07,1678.72,6544.35,154.0,1.0,145.0,Cash/UPI,2511.23,Kids And Toys,4134.31,1,0,0,6544.35,61.74515617458457,High,Active HSIC Growers,Grow,Silent Decliners,Personalized win-back communication based on the customer's dominant MetroMart category and alternative payment behavior.
HSIC-10235,Non-Prime,28.233068959189215,0.0,-28.233068959189215,28.233068959189215,5670.99,0.0,5670.99,18.0,0.0,226.0,Cash/UPI,4748.09,Kids And Toys,4748.09,1,1,0,5670.99,58.1459008481004,High,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-10236,Prime,6.110183159312416,100.0,93.8898168406876,-93.8898168406876,2314.25,2314.25,0.0,10.0,1.0,12.0,,,Apparel,2314.25,0,0,0,0.0,14.010549541474177,Low,HSIC-First Adopters,Protect,HSIC Champions,"Protect relationship with recognition, personalized reward reminders, and early access to MetroMart offers."
HSIC-10237,Non-Prime,0.0,42.17516722189163,42.17516722189163,-42.17516722189163,5730.41,2416.81,3313.6,30.0,1.0,64.0,Cash/UPI,2316.65,Kids And Toys,2416.81,0,0,0,3313.6,34.22085085844308,Low,Active HSIC Growers,Grow,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10238,Non-Prime,0.0,0.0,0.0,0.0,12250.23,0.0,12250.23,78.0,0.0,999.0,Cash/UPI,8023.34,Grocery,5374.73,0,0,1,12250.23,67.57395021719644,Critical,Wallet Migrators,Win Back,High-Value Low-SoW,Conversion campaign focused on moving a portion of large MetroMart spend onto HSIC using spend-threshold incentives.
HSIC-10239,Prime,42.364388796564626,4.055850665105898,-38.308538131458725,38.308538131458725,33351.08,1352.67,31998.41,198.0,1.0,171.0,MetroMart Wallet,14751.06,Travel,16463.27,1,0,1,31998.41,87.61738950561951,Critical,Active HSIC Growers,Grow,High-Value Silent Decliners,"Targeted win-back campaign using recent spend behavior, category preference, and a time-bound HSIC spend milestone."
HSIC-10240,Prime,4.208152501413863,0.0,-4.208152501413863,4.208152501413863,1651.44,0.0,1651.44,7.0,0.0,230.0,Cash/UPI,1651.44,Apparel,1651.44,0,1,0,1651.44,35.65676067020616,Medium,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-10241,Non-Prime,7.53075078223998,0.0,-7.53075078223998,7.53075078223998,13524.82,0.0,13524.82,84.0,0.0,308.0,Other Bank Credit Card,10152.81,Large Appliances,12151.41,0,1,1,13524.82,77.59704888643728,Critical,Wallet Migrators,Win Back,High-Value Dormant,High-priority personalized win-back campaign with a limited-time HSIC reactivation incentive.
HSIC-10242,Prime,75.11701364501917,0.0,-75.11701364501917,75.11701364501917,6798.6900000000005,0.0,6798.6900000000005,95.0,0.0,239.0,Cash/UPI,8404.07,Large Appliances,5247.05,1,1,0,6798.6900000000005,66.76584155002413,Critical,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-10243,Non-Prime,0.0,0.0,0.0,0.0,8907.8,0.0,8907.8,8.0,0.0,999.0,MetroMart Wallet,8907.8,Large Appliances,9999.99,0,0,0,8907.8,59.03502723574433,High,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10244,Prime,0.0,0.0,0.0,0.0,3381.63,0.0,3381.63,7.0,0.0,999.0,Other Bank Credit Card,3381.63,Electronics,3381.63,0,0,0,3381.63,38.85540922567745,Medium,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10245,Prime,0.0,0.0,0.0,0.0,6731.19,0.0,6731.19,6.0,0.0,999.0,MetroMart Wallet,6731.19,Electronics,6731.19,0,0,0,6731.19,52.279183617182646,High,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10246,Prime,0.0,29.61521353201283,29.61521353201283,-29.61521353201283,12522.01,3708.42,8813.59,45.0,1.0,18.0,Cash/UPI,8813.59,Furniture,7508.11,0,0,0,8813.59,53.54202578776805,High,Active HSIC Growers,Grow,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10247,Prime,0.0,0.0,0.0,0.0,1000.75,0.0,1000.75,18.0,0.0,999.0,Other Bank Credit Card,1000.75,Grocery,1000.75,0,0,0,1000.75,24.87106115976005,Low,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10248,Non-Prime,26.303413690135567,55.78682285405184,29.48340916391627,-29.48340916391627,7727.469999999999,4310.91,3416.56,22.0,1.0,72.0,Cash/UPI,3416.56,Apparel,4310.91,0,0,0,3416.56,36.53623388264496,Medium,Active HSIC Growers,Grow,Growing HSIC Users,Reinforce increasing HSIC usage with spend milestones and category-specific reward reminders.
HSIC-10249,Non-Prime,0.0,0.0,0.0,0.0,6683.82,0.0,6683.82,20.0,0.0,999.0,Other Bank Credit Card,5971.96,Large Appliances,5971.96,0,0,0,6683.82,52.1105978073502,High,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10250,Prime,0.0,0.0,0.0,0.0,8243.300000000001,0.0,8243.300000000001,50.0,0.0,999.0,Debit Card,4193.64,Electronics,4193.64,0,0,0,8243.300000000001,57.13507550162035,High,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10251,Prime,0.0,0.0,0.0,0.0,866.17,0.0,866.17,3.0,0.0,999.0,Debit Card,866.17,Outdoor,866.17,0,0,0,866.17,23.84610080672964,Low,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10252,Prime,63.10858031426842,44.75252428308308,-18.35605603118534,18.35605603118534,6824.71,3054.2299999999996,3770.48,40.0,3.0,60.0,Cash/UPI,3770.48,Apparel,9162.77,1,0,0,3770.48,48.9805557470868,Medium,Active HSIC Growers,Grow,Silent Decliners,Personalized win-back communication based on the customer's dominant MetroMart category and alternative payment behavior.
HSIC-10253,Non-Prime,76.54324136519527,95.64328858980382,19.100047224608545,-19.100047224608545,4193.53,4010.83,182.70000000000005,32.0,1.0,40.0,Debit Card,182.70000000000005,Apparel,5471.82,0,0,0,182.70000000000005,17.951458318968488,Low,Active HSIC Growers,Grow,Growing HSIC Users,Reinforce increasing HSIC usage with spend milestones and category-specific reward reminders.
HSIC-10254,Non-Prime,0.0,0.0,0.0,0.0,7332.25,0.0,7332.25,2.0,0.0,999.0,Other Bank Credit Card,7332.25,Furniture,7332.25,0,0,0,7332.25,54.37668068675446,High,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10255,Non-Prime,0.0,0.0,0.0,0.0,15783.76,0.0,15783.76,16.0,0.0,999.0,MetroMart Wallet,15783.76,Large Appliances,9999.99,0,0,1,15783.76,72.46914431496933,Critical,Wallet Migrators,Win Back,High-Value Low-SoW,Conversion campaign focused on moving a portion of large MetroMart spend onto HSIC using spend-threshold incentives.
HSIC-10256,Prime,0.0,16.79393095043718,16.79393095043718,-16.79393095043718,13523.04,2271.05,11251.99,15.0,1.0,93.0,MetroMart Wallet,9999.99,Large Appliances,9999.99,0,0,1,11251.99,60.574708680962566,High,Active HSIC Growers,Grow,High-Value Low-SoW,Conversion campaign focused on moving a portion of large MetroMart spend onto HSIC using spend-threshold incentives.
HSIC-10257,Prime,9.509760275264664,31.256056125117617,21.746295849852956,-21.746295849852956,28524.84,8915.74,19609.1,147.0,3.0,23.0,MetroMart Wallet,17811.760000000002,Travel,9573.0,0,0,0,19609.1,68.44135696062884,Critical,Active HSIC Growers,Grow,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10258,Non-Prime,30.236921226698737,46.28676562371156,16.049844397012823,-16.049844397012823,13218.53,6118.43,7100.1,168.0,1.0,156.0,Cash/UPI,3645.22,Furniture,6118.43,0,0,0,7100.1,52.71909260153072,High,Active HSIC Growers,Grow,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10259,Non-Prime,0.0,0.0,0.0,0.0,11771.22,0.0,11771.22,24.0,0.0,999.0,MetroMart Wallet,8212.37,Furniture,8212.37,0,0,1,11771.22,66.63276563469627,Critical,Wallet Migrators,Win Back,High-Value Low-SoW,Conversion campaign focused on moving a portion of large MetroMart spend onto HSIC using spend-threshold incentives.
HSIC-10260,Non-Prime,0.0,0.0,0.0,0.0,6182.389999999999,0.0,6182.389999999999,8.0,0.0,999.0,MetroMart Wallet,6182.389999999999,Apparel,6182.389999999999,0,0,0,6182.389999999999,50.32648417568779,High,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10261,Prime,17.617747954913863,0.0,-17.617747954913863,17.617747954913863,14258.39,0.0,14258.39,90.0,0.0,305.0,Debit Card,9009.11,Furniture,5265.92,0,1,1,14258.39,80.16203544094324,Critical,Wallet Migrators,Win Back,High-Value Dormant,High-priority personalized win-back campaign with a limited-time HSIC reactivation incentive.
HSIC-10262,Non-Prime,100.0,0.0,-100.0,100.0,10864.15,0.0,10864.15,18.0,0.0,247.0,Cash/UPI,9999.99,Large Appliances,9999.99,1,1,0,10864.15,80.80672964214301,Critical,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-10263,Non-Prime,56.95658381280071,0.0,-56.95658381280071,56.95658381280071,9811.43,0.0,9811.43,22.0,0.0,309.0,MetroMart Wallet,8024.88,Outdoor,8024.88,1,1,0,9811.43,75.41784458387919,Critical,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-10264,Non-Prime,0.0,17.590078328981722,17.590078328981722,-17.590078328981722,4596.0,808.44,3787.56,32.0,1.0,128.0,Debit Card,2454.04,Apparel,2715.4,0,0,0,3787.56,36.01185961525202,Medium,Active HSIC Growers,Grow,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10265,Prime,0.0,5.7797858239953674,5.7797858239953674,-5.7797858239953674,30880.21,1784.81,29095.4,140.0,2.0,81.0,MetroMart Wallet,11732.56,Large Appliances,9999.99,0,0,1,29095.4,71.01358339653864,Critical,Active HSIC Growers,Grow,High-Value Low-SoW,Conversion campaign focused on moving a portion of large MetroMart spend onto HSIC using spend-threshold incentives.
HSIC-10266,Prime,63.69358770466159,0.0,-63.69358770466159,63.69358770466159,1590.13,0.0,1590.13,6.0,0.0,256.0,Cash/UPI,1590.13,Electronics,1590.13,1,1,0,1590.13,42.79631800317176,Medium,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-10267,Prime,0.0,0.0,0.0,0.0,4901.95,0.0,4901.95,4.0,0.0,999.0,Cash/UPI,4901.95,Outdoor,4901.95,0,0,0,4901.95,45.559539405640216,Medium,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10268,Non-Prime,72.70662115117086,48.23602159223214,-24.470599558938723,24.470599558938723,14360.72,6927.04,7433.68,36.0,1.0,90.0,Debit Card,3919.4,Electronics,6991.360000000001,1,0,0,7433.68,65.89705578156243,Critical,Active HSIC Growers,Grow,Silent Decliners,Personalized win-back communication based on the customer's dominant MetroMart category and alternative payment behavior.
HSIC-10269,Non-Prime,30.701687939501827,0.0,-30.701687939501827,30.701687939501827,7963.74,0.0,7963.74,30.0,0.0,263.0,MetroMart Wallet,5472.88,Electronics,5472.88,1,1,0,7963.74,66.84823829552506,Critical,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-10270,Non-Prime,0.0,21.926628409668993,21.926628409668993,-21.926628409668993,5327.13,1168.06,4159.07,18.0,1.0,71.0,Cash/UPI,4159.07,Outdoor,3334.27,0,0,0,4159.07,36.88685099634558,Medium,Active HSIC Growers,Grow,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10271,Non-Prime,0.0,0.0,0.0,0.0,3356.4700000000003,0.0,3356.4700000000003,36.0,0.0,999.0,Cash/UPI,3356.4700000000003,Apparel,1933.41,0,0,0,3356.4700000000003,38.74370819830379,Medium,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10272,Prime,0.0,0.0,0.0,0.0,4254.8,0.0,4254.8,24.0,0.0,999.0,MetroMart Wallet,1546.42,Apparel,2708.38,0,0,0,4254.8,42.78666482796663,Medium,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10273,Non-Prime,100.0,0.0,-100.0,100.0,795.83,0.0,795.83,4.0,0.0,230.0,Other Bank Credit Card,795.83,Grocery,795.83,1,1,0,795.83,39.11225263738537,Medium,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-10274,Prime,0.0,6.138861653971006,6.138861653971006,-6.138861653971006,12993.94,797.68,12196.26,40.0,1.0,57.0,MetroMart Wallet,11184.35,Electronics,9373.57,0,0,1,12196.26,60.88705785009998,High,Active HSIC Growers,Grow,High-Value Low-SoW,Conversion campaign focused on moving a portion of large MetroMart spend onto HSIC using spend-threshold incentives.
HSIC-10275,Prime,0.0,0.0,0.0,0.0,3673.53,0.0,3673.53,10.0,0.0,999.0,Cash/UPI,2947.71,Electronics,2947.71,0,0,0,3673.53,40.20719851065297,Medium,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10276,Prime,0.0,0.0,0.0,0.0,9999.99,0.0,9999.99,6.0,0.0,999.0,MetroMart Wallet,9999.99,Large Appliances,9999.99,0,0,0,9999.99,62.18747845273393,High,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10277,Prime,33.301912934189914,0.0,-33.301912934189914,33.301912934189914,4730.37,0.0,4730.37,33.0,0.0,234.0,MetroMart Wallet,3665.29,Travel,3601.83,1,1,0,4730.37,55.24098462387093,High,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-10278,Non-Prime,0.0,0.0,0.0,0.0,4328.41,0.0,4328.41,4.0,0.0,999.0,MetroMart Wallet,4328.41,Electronics,4328.41,0,0,0,4328.41,43.12590498517548,Medium,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10279,Prime,0.0,0.0,0.0,0.0,25442.65,0.0,25442.65,85.0,0.0,999.0,MetroMart Wallet,22660.2,Electronics,11541.46,0,0,1,25442.65,77.03337240570917,Critical,Wallet Migrators,Win Back,High-Value Low-SoW,Conversion campaign focused on moving a portion of large MetroMart spend onto HSIC using spend-threshold incentives.
HSIC-10280,Non-Prime,100.0,0.0,-100.0,100.0,23567.06,0.0,23567.06,24.0,0.0,247.0,MetroMart Wallet,15885.34,Large Appliances,15885.34,1,1,1,23567.06,92.78252775287872,Critical,Wallet Migrators,Win Back,High-Value Dormant,High-priority HSIC reactivation: promote HSIC as preferred checkout payment and offer a limited-time reactivation milestone.
HSIC-10281,Prime,0.0,48.754431739037805,48.754431739037805,-48.754431739037805,20934.22,10206.36,10727.86,280.0,2.0,153.0,MetroMart Wallet,4537.1900000000005,Electronics,9403.57,0,0,0,10727.86,62.69806246983383,High,Active HSIC Growers,Grow,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10282,Non-Prime,0.0,31.80872001868099,31.80872001868099,-31.80872001868099,2997.7,953.53,2044.17,24.0,1.0,114.0,MetroMart Wallet,2044.17,Electronics,6921.39,0,0,0,2044.17,27.32124388057643,Low,Active HSIC Growers,Grow,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10283,Prime,10.981483403282418,7.928059294861765,-3.0534241084206526,3.0534241084206526,19174.68,1520.18,17654.5,75.0,1.0,9.0,MetroMart Wallet,9956.24,Large Appliances,7698.26,0,0,1,17654.5,76.44625249948285,Critical,Active HSIC Growers,Grow,High-Value Low-SoW,Conversion campaign focused on moving a portion of large MetroMart spend onto HSIC using spend-threshold incentives.
HSIC-10284,Non-Prime,57.314789234614224,0.0,-57.314789234614224,57.314789234614224,2013.44,0.0,2013.44,8.0,0.0,333.0,Debit Card,2013.44,Travel,2013.44,1,1,0,2013.44,46.1518306557264,Medium,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-10285,Non-Prime,100.0,0.0,-100.0,100.0,7.549999999999955,0.0,7.549999999999955,3.0,0.0,239.0,MetroMart Wallet,1110.49,Beauty,1110.49,1,1,0,7.549999999999955,35.91463835068606,Medium,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-10286,Non-Prime,0.0,0.0,0.0,0.0,2709.09,0.0,2709.09,16.0,0.0,999.0,MetroMart Wallet,7395.83,Travel,6772.03,0,0,0,2709.09,35.6202165069296,Medium,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10287,Prime,0.0,100.0,100.0,-100.0,3432.4,3432.4,0.0,4.0,1.0,71.0,,,Apparel,3432.4,0,0,0,0.0,16.535544370130317,Low,HSIC-First Adopters,Protect,HSIC Champions,"Protect relationship with recognition, personalized reward reminders, and early access to MetroMart offers."
